text,label
Selbst für Umzüge rufen die ein Taxi und verlangten vom Taxifahrer das der ihr Zeug hoch zur Whg trägt. Den geht es hier bei uns einfach zu gut.,0
Die AfD geht gar nicht!,0
"Ich hab gestern die Nachricht erhalten, dass die Seite aufgrund meiner Meldung gelöscht wurde?",0
HEUCHLER,0
mich haben sie auch gesperrt,0
Ist erst der Anfang Leute was da noch auf uns zukommt Au weh wird schlimm,0
Jetzt rettet die EU erst mal unsere spritpreise.. die können doch nicht so niedrig bleiben. . Es dürfen alle profitieren nur wir kleine Bürger nicht..,0
widerliches Drecksgelump,1
"Wenn man als Königin jahrelang verehrt wird, dann vergisst man den Bezug zur Relität und spielt mit den Untertanen Monopoly. Für mich stellt sich die Frage, welches persönliches Ziel sie verfolgt. So doof kann nicht mal sie sein.Die hat einen Plan!",0
"Werdegang einer Diktatorin! Die Zeichen stimmen, wie an Hand anderer Diktatoren zu sehen ist!!",0
Ich muss mal eben auf die Kommentare bzw. deren Verfasser ??.,0
"Ja genau ,so ein Schwachsinn ,da sieht die Lage aber anders aus.",0
"Mal kurz aufm Punkt gebracht ohne Aggressivität etc. Wenn wir gehen? Dann nehmen wir alles mit. Ihr dürft nich in den Ausland denn da seit ihr die Ausländer. Ihr habt kein Eis, döner, Ferrari,Lamborghini, kein spaghetti, kein vodka, kein obst oder Gemüse das aus dem Ausland kommt , kein i phone ihr habt dann so gut wie gar nix. Schon krass wie Menschen alles glauben was ihnen gesagt wird",0
Das ist doch Vorhersehbar gewesen ODER nicht,0
"TOP-Kommentar und TOP-Stellungnahme. Vielen Dank Herr Baumgartner. Sie sind EINER der ganz Wenigen, die verstehen! (y)",0
"Einige Comediens sollten sich allerdings in sachen Einwanderung und Migranten etwas zurückhalten, was ihre áktuellen Moralpredigten angeht..Ich kann mich noch an zeiten erinnern als diese Personen sich über Randgruppen in ihren Sendungen lustig gemacht haben.Da wurden sogar Politiker die im Roltsuhl sitzen, als Rollmops bezeichnet.Schämt euch ihr Klugscheisser.",0
"Betonköpfe hiessen sie in der DDR, die am Ende noch verbissen und verkniffen weiterregieren wollten. Ich warte echt drauf, dass Frau Mielke äh Merkel verkündet, dass sie alle Menschen liebt.",0
Danke Felix Baumgartner! Treffend und differenziert formuliert!,0
Mein Gott das ist der Vorgeschmack für die Fachkräfte. Sie müssen doch gefahren werden so gewöhnen sie sich schon mal an die zukünftigen Dienstfahrten natürlich mit Fahrer genau so wie unsere Politiker.........Ironie aus.,0
"Nur alles lug und Trug, alle weg mit den verlogenen Politiker !!!",0
Sie sind einer der wenigen der alles beim Namen nennt und noch Rückgrat zeigt. Meine Hochachtung.,0
solche IDIOTEN braucht doch kein schwein,0
noch blöder geht es nicht........aber für deutsche ist kein geld da....,0
Raus aus deutschland mit diesen Dreckfressen,1
"Gut gemacht ihr super Regierungspolitiker. Wenn der Staat nicht mehr für die Sicherheit seiner Bürger sorgen kann - dann werden sie es irgendwann selbst in die Hand nehmen. Ihr seid schuld daran, dass die Staatsbürger in diesem Land immer radikaler werden!",0
Bin mir sicher im Auftrag der Regierung denn zum ersten weis Merkel aus ihrer DDR Zeit wie politische Gegner bekämpt werden und wer ein gesundes Land mutwillig in den Untergang führt schreckt auch vor Mord nicht zurück.,0
Wenn ich bei einer Keuzfahrt Kabine mit Fenster und Balkon buche muß ich auch mehr bezahlen.Würde mich noch interresieren was ein Butler kostet.,0
"ja verflucht nochmal, dann sortiert die doch nach rassen die religiösen ins ehemalige honnecker domizil und die muselmanen bei der merkel in den keller",0
Das können die anschließend Abreißen.,0
Is ja net unüblich dass ma Leute net kennt und net mal weiss wie sie heissen und sie einfach durchfüttert,0
"Setz doch einfach Schallkanonen ein, wie es die Amis auf ihren Schiffen machen und gut ist ! Tötet nicht und hindern einen näher zu kommen. Aber dann hätten unsere Vollpfosten Politiker nichts an der Afd zu kritisieren!",0
"Neue Seite aufmachen, am besten gleich drei vier stk",0
Auf die wache und dann wieder ins Heim.. bis zur nächsten Schlägerei Vergewaltigung oder zum nächsten überfall,0
Is doch nix ganzen Bestechungsgelder aller Politiker zusammgeschmissen und alle bekommen noch ne Krone dazu.,0
So ist es.,0
"Nur Propaganda! Straftäter müssen erst mal rechtskräftig verurteilt werden das kann schon einige Jahre dauern! Bis zur Verhandlung können die fast ungehindert weiter machen! Wird der Straftäter vielleicht doch mal ausgewiesen, dann steht der Straftäter wieder unter anderer Identität in Deutschland! Bezweifle stark, das bis auf wenige Ausnahmen überhaupt eine Verurteilung erfolgen kann. Die Jungs können sich doch täglich eine neue Identität zulegen. Alles nur augenwischerei! Werder Polizei noch Justiz kann untergetauchte oder geänderte Identitäten habhaft werden, wie auch bei Millionen von Straftaten!",0
"der presse immer auf die fresse, scheiss lügenpack",1
Bin gespannt wie sie das alles finanzieren wollen...naja die haben ja ihre Sachen in trockenen Tüchern dieses erbärmliche Politikerpack,0
"Wer freiwillig zur Bundeswehr geht und damit die Interessen der USA im Einsatz vertritt, hat das Prinzip nicht verstanden.",0
"Gar nix kommt dabei raus!!! Der gute Professor Schachtschneider hat schon zig Verfassungsbeschwerden eingereicht in seiner beruflichen Laufbahn, auch im Auftrag eines Politikers namens Gauweiler, dass meiste davon ist im Sande verlaufen und wurde so gut wie nie vom Bundesverfassungsgericht zugelassen. Nix kommt dabei raus, absolut null die Nase lol lol lol",0
Ohne den Fehler in irgendeiner Weise rechtfertigen zu wollen - wann habt ihr euch jemals von geteilten Falschmeldungen distanziert?,0
Wäre VK Kontakte eine Lösung,0
Zeit diesen Islamisten das Licht aus zu knipsen.,1
Das Bild mag zum Kotzen sein...Ihr aber auch!,0
"Judas : 1, 17/18/19 ...",0
Da gab es noch Anstand und Respekt!,0
Genauso träume ich fast jede Nacht ? Meine aller größten Ängste werden wahr,0
"Stellt euch mal vor, wie das für einen Soldaten sein muss, den Befehl zu bekommen auf hilflose unbewaffnete Männer, Frauen und Kinder zu schießen. Mal ganz abgesehen davon, dass dieses völkerrechtlich Mord wäre, es gibt einen guten Grund, warum man Militär (Kampftruppe) und Polizei (Ordnungstruppe) getrennt hat.",0
"""Wieder so eine """"Augenwisch"""" Entscheidung unserer sog. Volksvertreter... Das nützt nämlich alles nichts, wenn die Täter nicht ermittelt werden, bzw. wenn Sie denn ermittelt werden, von Staatsanwaltschaft und Richtern umgehend wieder auf freien Fuß gesetzt werden, es also in den seltensten Fällen überhaupt zu einem Verfahren und in noch weniger Fällen zu einer Verurteilung kommt. Aber wenn du Steuern hinterziehst, kann dir nur noch Gott helfen! LOL""",0
"""Wenn ein obdachloser deutscher Bundesbürger in der Kälte erfriert wird nichts in der verhurten Presse erwähnt...aber bei so einen""""armen,traumatisierten"""" kriminellen wird nen Fass auf gemacht!?!""",0
Humor ist wenn man trotzdem lacht :-),0
An einer Autobahn nåhe Dortmund glaube ich wurden auch 2 Brandsätze gefunden.. was geht hier vor ? Vielleicht doch Terroristen was sie dieses mal den Linken in die Schuhe schieben ? Oder die arbeiten zusammen...,0
"Was war denn dort los, weiß das jemand? oO",0
Dann geht mit auf die strasse,0
"Demokratie und Meinungsfreiheit werden abgeschaft, kein Wunder, mittlerweile hat jeder dritte Politiker einen Migrationshintergrund, siehe SPD und Grüne, wir deutsche haben nichts mehr zu sagen, müssen arbeiten, arbeiten, arbeiten um den Migranten ein schönes Leben zu ermöglichen.",0
Das sind Tausende Taliban is oder sonst wer ! Lassen sich ausbilden dann Boom ! Mann brauch kein einzigen davon in Deutschland / Europa !,0
"leute, ihr seht das ganz falsch, da hier nur ärzte und facharbeiter und studierte hier her flüchten, behandeln die sich gegenseitig umsonst ;-) das materieal das da zu verwendet wird können doch diese fachkräfte selber abbauen ;-)",0
Warum kommt denn keiner hier her zu mir aufs Land,0
Frau Petra hat recht,0
vor allen Dingen wird Merkel das Ausländerwahlrecht einführen und somit kann sie wieder gewählt werden.Und dann sind wir die Arbeiter für die hier umsonst lebenden Ausländer.Wir müssen radikal etwas verändern sonst sind wir verloren.,0
"Leute das ist doch kein Problem, wir zahlen Ihnen alles. Passt das nicht entwickeln wir Ihnen ein neues. Geld ist für die reichlich vorhanden.",0
"Auch an unserer ÖMV ist der Staatsfond der VAE maßgeblich beteiligt !!! Also bitte, proportionell (zu Deutschland) bitte 10.000 Asylanten ausbilden und beschäftigen !!! Der VAE, muslimischer staatsfond verzichtet sicher liebend gern auf seine Dividenden und wen nötig verkauft Anteile um Ihre Glaubensbrüder auf der Flucht zu unterstützen weil das ist ja Ihre religiöse Pflicht (Sharia) !!!!!!",0
Na dann lass sie mal kommen ..ich verspreche euch ich werfe nicht mit Fahrradschläuchen.....,0
"imprinzip ist das ja alles richtig . aber sie müssen auch mal sehen das es fürpolizisten an der grenze unmöglich ist , sofort zu entscheiden wer hilfe bekommt und wer zu unrecht asyl will .das nächste ist immer und immer wieder die politiker zu kritisieren ohne selbst wirklich eine lösung zu wissen , und das geht 90% der menschen in europa so . parteien wie die ÖVP in östreich oder die AfD in deutschland sind mit ihren forderungen nicht wirklich hilfreich . wenn ich höre wie die AfD vorsitzende waffeneinsatz gegen flüchtlinge an den grenzen möchte , dann frag ich mich wie weit diese leute noch gehen würden , falls sie mal an die macht kommen",0
deutschland den deutschen ganz einfach !!!!,0
"Schließen und die ganze Familie und Verwanten sofort Abschieben-jeder Kriminelle Ausländer,wird gleich mit der ganzen Familie Abgeschoben,so passen die ältern fieleicht auf die jüngern auf...",0
Das ist wie zu DDR Zeiten Diktatur perfekt armes Deutschland.,0
weg mit dem pack,0
"Kein Geld für Bildung, Infrastruktur, Alte und Kranke, Rente, Kinder und Betreuung, Umwelt, Wissenschaft, Kultur. Aber 50 Mrd € für Fremde, die hier nichts leisten und nur haben wollen!",0
"...und immer schön nach Mekka ausrichten...und um Himmels Willen nicht grün, das wäre rassistisch. Es wird immer blöder.",0
Den kann ich verstehen!,0
Wo sind die Nachbarn?,0
KeinGlaube wer besser!!,0
acht nicht so einen wind die obdachlosen die jedes jahr hier sterben werden auch nicht genannt,0
"Ist nicht eigenartig, es ist logisch, denn es könnte unserer Einwanderungspolitik schaden.",0
vorwiegend Minderjährige....ich lach mich kaputt!Da ist kein einziger Minderjährig!Das wurde uns sugeriert von Idioten die ein Land in den Abgrund stürzen wollen!,0
"Facharbeiter, ganz klar !!!",0
Sie wird nicht sie ist ...Aber was hilft das alles nichts .Sie hat kein Interresse für das deutsche Volk .Sie ist stur uneinsichtig u.stubide .,0
"""Linke, die nur durch den Staat gut alimentiert sind, wollen auch noch an diejenigen, welche Ihnen erst die Alimentation ermöglichen! Und natürlich sind auch """"unverstandene"""", """"benötigte"""" Fachkräfte mit von der Partie, oder wollen sie die Gelegenheit für """"taharrush gamea"""" nutzen?""",0
Nur Verarscherei Wählt keine Altparteien!!!,0
Dreckspack entsorgen.,1
Was kommt als nächstes ?,0
"Da fällt unseren Politikern bestimmt was dazu ein, wie noch mehr Geld aus den Taschen des Volkes gezogen werden kann. Hauptsache wir helfen allen die nur besser leben wollen und denen die nur fordern statt dankbar zu sein, dass wir sie aufnehmen. Wenn Europa nicht mit zieht dann zahlen das Merkels Untertanen das eben allein. Deutschland ist für alle da, außer für Deutsche, die müssen nur finanzieren.....",0
"Grenzschutz steht in der Verfassung.. und somit ist die Aussage, im extremfall diese auch mit Waffengewalt vor Invasoren zu schützen, vollkommen legitim. An der Aussage ist nichts verwerfliches. Aber passt ja grad in den Mainstream alles, was gegen Merkel ist schön per Medien und Poltik zu denunzieren.",0
Die Spacken können auch wieder gehen!,0
Alle CDU-CSU-SPD-FDP-Bűndnis90-Gűne-Linke Politiker und Wähler sind an allem Schuld. Charakterlose Politverbrecher die antideutsche Politik anwenden.,0
Scheiß eselstreiber. Sollen zurück nach syrien!,1
d62d883eb9b1b5a3 ham wir flüchtlinge?das hätte die abdrücke erklärt,0
"Haben wir nicht genug Deutsche, die glücklich über so einen Job wären?",0
"Ja genau , man möchte danach unbedingt noch da drauf gehen nach dem die so zielsicher die Brille voll gekokotet und uriniert haben.",0
Kapitalismus greift zur nächsten möglichkeit.....pff,0
Ein guter Freund von mir ist bei der Polizei als er noch in Frankfurt war hat er beim Einsatz einem marokkanischen drogenhändler der ihn zugedöhnt abstechen wollte den Kiefer gebrochen hat ihm 800 Euro Strafe eingebracht seine vorgesetzten keine Hilfe nix der hat kein Bock mehr nur ein Finger krumm zu machen,0
"Millionen von Arbeitslose und 1 Euro Jobler seit Jahren in Deutschland, und Ihr Großkonzerne stellt Flüchtlinge ein????",0
Können Sie doch machen. Erwischen sie wenigstens die Antifa.,0
"Oder Geld Strafe, nach hause, was willst du denn von diesen korrupten statt noch erwarten???",0
Achja weil es da auch so viele Frauenrechte im allgemeinen gab :D,0
Das is doch München?...Feldherrenhalle und Theatinerkirche,0
"""Hier sollte sich die """"Mutter von Köln"""" wie auch Mutter Angie gründlich überlegen,""",0
Die pisskuh geht vorher,1
Hey....Du bist echt GENIAL !!!! Wünsche Dir bleib wir Du bist !!!,0
Hier wird jeder Kommentar mitgelesen und wenn er nicht dem entspricht was sie hören wollen gelöscht.Aber der tote Syrer wird ohne jegliche Kontrolle übernommen.So beweisen sie selbst was mit unserer Presse los ist.Wie kann man nur so dumm sein.Aber wen wundert das hier noch.,0
Das fängt ja an wie 1918 als die Straßenkämpfe um die Macht begannen !,0
"Ich finde es traurig wie gegen die AFD gehetzt wird. Unser Staat bricht sein Versprechen Demokratie zu heissen. Nicht nur Politiker auch Presse macht mit. Widerwertig mit dem Apell diese geschundene Partei um so mehr zu unterstützen. Ihr Erfolg ist es, dass sie vom Volke her gewollt ist! Ihre Gegner reagieren aus Angst Macht zu verlieren.",0
Alles nur traumatisierte Kindlein. Die von den Grünen bezahlten Anwälte werden es schon richten. ?,0
Sie ist schon lange eine Gefahr für Deutschland und wird es nicht erst ! Sie muss so schnell wie möglich abgewählt werden und sich in Ärztliche Behandlung geben oder lieber das Land verlassen (dann ist das nicht mehr mein Land ) denn so etwas brauchen wir nicht !,0
"Die haben immer noch nicht genug, vom dicken schwarz eines Kreuzritters..",1
Nennt man auch investigativen Journalismus...... ?,0
Ja die Zensur und PC nimmt immer mehr überhand. Man traut sich schon nicht mehr zu schreiben 'ich hoffe die treten ab' weil dies dann als Aufruf zum Mord gewertet werden kann. Ich persönlich habe wirklich Angst um unsere freiheitliche Ordnung und das wir Fremde im eigenen Land werden.,0
"Ekelhaft. die armen Mädchen, das tut mir richtig mit weh. Hoffentlich findet man diese Verbrecher und schneidet ihnen den Schwanz und Eier ab und dann ab in den Knast und die Mithäftlinge sollen sich an denen Begnügen.",1
"Sofort an Ort und Stelle einfach versenken, wenn sich das rum spricht werden es auch nicht mehr so VIELE versuchen um nach Europa zu kommen.",0
Schade das sich unsere Jugend nixht zu ihrem Land bekennt! Das ist das Ergebnis unserer Politiker! Gut gemacht liebe roten schwarze grüne und gelb!,0
"So weit ist es nun mal in Deutschland gekommen. Alle Politiker (Regierung) sind gut,und alle Flüchtlinge sind lieb artig und suchen nur Schutz. Der etwas anderes behauptet ist böse und wird zensiert. Und die Wahlzettel für nächstes Jahr haben sicher (vieleicht) auch ein gekennzeichnetes Feld das es gilt anzukreuzen damit man auch weiterhin diese schönen Zeiten erleben darf.",0
Traurig aber wahr...,0
"Wie wäre es mit dem Adlon in Berlin, damit keine Beschwerden kommen! Ich kann jedem Hotel nur abraten, da es sonst anschließend kernsaniert werden muss! Ich spreche aus Erfahrung!",0
Nicht aufgeben!,0
Klar das die das nicht checken. Darüber ham se eh nur Löcher im Boden gehabt oder sie ham sich eins gebuddelt. Hahaha ??,0
"genau und bis es zu einer Verhandlung kommt vergehen Monate bis Jahre, die Gerichte sind überlastet und nicht in der Lage alles zu bewältigen. In der Zwischenzeit läuft alles weiter wie bisher...",0
"""...muss """"LINKSPOPULISTISCHEN STAATSMEDIEN"""".""",0
Wählt keine Altparteien- ganz Einfach!!,0
Alle raus? Raus aus Deutschland?,0
"""Wie in der """"Zone"""", da durfte auch keiner seine Meinung sagen! Hat sich nichts geändert!""",0
Und eins noch: Ausweisung bedeutet nicht Abschiebung! Wortklauberei!,0
``Derzeit können wir Dank willkürlicher Facebook-Zensur weder Bilder noch Videos verbreiten. Doch wir lassen uns nicht den Mund verbieten! Daher: Wieso nicht einen guten Textbeitrag verbreiten?´´ NUN WERDEN NICHT MEHR SO VIELE GERÜCHTE IN DIE WELT GESETZT: IN DER VERGANGENHEIT HAT SICH JA VIELES ALES ERFUNDEN RAUSGESTELLT. VIELLEICHT SOLLTE MAN ERSTMAL SERIÖS RECHASCHIEREN BEVOR MAN JEDEN BLÖDSIN ÜBERMINT UND SEIN GLAUBWÜRDIGKEIT VERLIERT.,0
Wir müssen uns doch nicht aufregen....Herr Schäuble hat doch meines Wissens eine Steuermehreinnahme von über 12 Milliarden in 2015 erziehlt...kann er doch dafür benutzen!!!! Und sollte es dann immer noch nicht reichen...dann kann er doch seinen Vorschlag in die Tat umsetzen und die Mineralölsteuer erhöhen...trifft ja nur den gemeinen Steuerzahler...er hat ja einen Dienstwagen....armes Deutschland...!!!,0
80be4ead6c71bc03 Ja klingt komisch ist aber so haha,0
"So wie ich selber bereit bin, jederzeit mein Leben einzusetzen - jeder kann es mir nehmen - für mein Volk und für Deutschland, so verlange ich dasselbe auch von jedem anderen. Wer aber glaubt, sich diesem nationalen Gebot, sei es direkt oder indirekt, widersetzen zu können, der fällt! Verräter haben nichts zu erwarten als den Tod!",1
ich bin nach 45 geboren und ich schulde dem rest der welt einen scheissdreck!Wenn dieses dreckspack bei mir einbrechen würde-ich würde nicht die bullen rufen-aber die-garantiert!,1
"Die 600000 Abgelehnten erstmal rausschmeissen, dann hat sich das Anmieten von Hotels erledigt!",0
aber warewn echt kacke angezogen die leute ;),0
Und raus mit ihnen.,0
"Es gab keinen Toten, laut Tagesschau heute",0
"""die frau hat ja sowas von recht.und wenn es die """"organe""""nicht machen dann müssen wir es halt machen.so langsam hab ich es satt hier in meinem heimatland.""",0
Wir können es auch einfacher haben. Verlasst doch einfach Deutschland. Dann braucht ihr keine Angst vor einer neuen Reichskristallnacht zu haben.,1
"""fachkräfte die zu blöd zum scheissen sind? sollen doch """"unsere tollen politiker """" es denen mal vormachen.""",0
"""die Amerikaner machen als selbsternannte Weltpolizei grobe Fehler, doch sie allein sind nicht für das """"krebsgeschwür"""" des politischen, radikalen Islamismus verantwortlich. Der Islam hat bisher nur belegt daß er keine friedliche Religion ist und wenn es ernst wird, dann werden wir ja sehen wieviele von den friedlichen, verfolgten Flüchtlingen dann plötzlich auf welcher Seite stehen. Und die Islamisten wollen und werden ernst machen....""",0
"Heute Multikulti Klo, morgen Wasserbetten.",0
"""Man sollte lieber so mit den """"besorgten(-nazi) Bürger"""" umgehen...Ossi-Kakerlaken eh""",0
Meinungsfreiheit ade,0
"39fe487f3c307d9d,nur gibt es Hartz IV Empfänger die schon lange in das System eingezahlt haben.",0
"Wie hohl muß man sein,um DAS alles zu glauben?????und wenn ich schon lese,Jungefreiheit.....tz...Gutmenschen,schön und gut aber Gutgläubig und Dumm,seid Ihr....sorry...",0
"Ihr Hast die Moslime, weil sie ihre Frauen keine Rechte gewähren und wünscht euch eine Zeit, in der es für eine west europäischer Frau genauso war.",0
"Ich will nicht mehr in dieser Zeit Leben, in der es nur noch fb und lauter horrornachrichten gibt. Früher was doch alles viel besser ?",0
"Wie wäre es mal gewesen Arbeitslose einzustellen, als noch keine Migranten da waren? Ach so, das wurde nicht subventioniert?",0
Die sollen kommen jeder der mir und meiner fam was antuhen will hat noch am selben tag pflegestufe 5,1
"Richtig so alle Krimos raus aus Deutschland,natürlich auch die Deutschen Krimos!",0
"Wenn 2017 nach den Wahlen wieder solche geisteskranken an der Regierung sind, geht Deutschland endgültig unter!",0
"Sehe ich auch so,die sind machtbesessen und wollen uns wieder mal verarschen,ansonsten hätten die schon längst die Illegalen aus Marokko,Algerien,Kosovo,Albanien,usv,zurück geschickt.Und sicher schreibt dann die Presse genau das was die Regierung und weiss machen will. Wie heisst es in allen Fällen ,Nicht an die Worte,an die Taten wirst du sie erkennen. Ach ja,und Solche wie Sarazin die haben jaaaaa soooo unrecht.",0
Leistungswahn für die neue Sklavengeneration. Kinder sollen eine Kindheit haben und nicht nur lernen. Kein Wunder das die Jugend von heute schon burn out Symptome aufweist.,0
Spätestens wenn sie bei Germanies next topmodel mit machen will.. ist sie für geisteskrank zu halten.,0
Haben wir nicht inzwischen eine freiwilligen Armee???,0
Kriminalität durch Flüchtlinge NICHT gestiegen!,0
"macht ne neue Seite - verlinkt, wir liken!",0
"So viel Dummheit und Menschenverachtung in einem Satz! Man sieht aber, das es genügend Pflaumen in Deutschland gibt, die so jemandem folgen! Baut Mauer, Zäune, fängt flüchtende ein, schiebt Sie sofort wieder ab... Alles Dinge, die nicht unbedingt meiner Position entsprechen, die aber durchaus vertretbar sind. Aber Schusswaffengebrauch, geht's noch? Vermint doch gleich die Grenze wieder!!! Wo wir gerade dabei sind könnten wir doch wieder Arbeitslager für illegale errichten... Alles Dinge, die wir in Deutschland zum Glück hinter uns haben. Ich setze aber darauf, dass sich der Großteil der Deutschen nicht von euch, dem intelligentz- und wertebefreiten, asozialen Dumpfbackenmob einfangen lässt. Wobei, auch das hatten wir leider schon!",1
NIEMAND DARF VERGESSEN WERDEN !!!!,0
oje ...ich bekomme angst...echt jetzt...!!!,0
"Es gilt immer noch der Grundsatz der Verhältnismäßigkeit, das muß jeder Grenzer eingehend prüfen vor dem Griff zur Waffe !",0
"wieso müssen den ihre Gebisse erneuert werden, essen doch eh nur Brei und Fisch und das kann mann lutschen",0
Das ist doch wolh ein Witz,0
Wird? Wan war sie das nicht?,0
"Figuren wie Trump, Le Pen, Strache, Orban, Kaczynski, Petry, etc. sind die besten Verbündeten des Islamischen Staates in der (noch) freien Welt. Sie verbreiten Angst, schüren Hass, schränken Grundrechte ein und bringen die Demokratie an den Rand des Abgrunds. Ihre Wähler und Wählerinnen ermöglichen dies und bemerken dabei nicht, dass sie sich damit zu Komplizen machen.",0
"""Ich denke es wird nicht mehr lange dauern,bis die SELBSTJUSTIZ in Deutschland wieder eingeführt wird. UND MIT RECHT !!! Denn diese Verbrecher die sich """"unsere Regierung"""" nennen kann man nicht mehr für voll nehmen.""",0
Das wird auch in Deutschland so kommen und es wird noch schlimmer als wir erahnen können.,0
"Nur Schall und Rauch, außer Dumm rumlabern passiert sowieso nichts.",0
Na meine Güte .Traumatisierte Kindlein halt. ?,0
Was heißt hier wird. . ! ! ! ! ! ! IST SIE. .....??,0
Was muss noch passieren Frau Ferkel und Herr feigman das Volk hat die Schnauze voll verschwinden sie treten sie zurück,0
"Wenn die Tatsächlich Abgeschoben würden währe das ja mal was ,aber sicherlich sind das alles nur Luftblasen unserer Bwerliner Dummschwätzer,wenndas Heimatland nicht Zurücknimmt in der Sahara ist Platz genug und die Staaten bekommen keine Entwicklungshilfe Fertig",0
"Na was denkt ihr wie viele von diesem Abschaum schon bei uns sind !!! Aber die Linken und Grünen sagen ja ,es sind harmlose Flüchtlinge...",1
"Frage mich gerade, wer denn hier von den Hatern ein Akademiker mit Niveau ist??? ;-)",0
HA HA HA wer glaubt denn sowas ??????,0
"Uns wird täglich etwas von Syrern vor geschwafelt , die Wenigsten die hier ankommen sind echte Syrer . Wenn sie dann erst einmal hier sind , bleiben sie auch , da wird nicht mehr sortiert .",0
"Lasst euch nicht unterkriegen, von solchen darmwürmer",1
"na da sind jetzt einige sehr stumm geworden die dies als hetze gesehen haben, traurig !",0
Ist der Unterschied zwischen schwedischer und deutscher Berichterstattung so groß?,0
Ganz schnell weg,0
"Sie muss aber noch zur Rechenschaft gezogen werden,nicht einfach nur ihren Job verlieren.Ne ne ...so einfach sollte sie nicht davon kommen.",0
"Alle Deutschen sind Rechts,(mich einbezogen) zumindest die,die nicht für die Asylis sind.",0
"...... gibt es da eigentlich Toiletten, wo die herkommen, weil da sind die mit diesem Klo auch überfordert.",0
"""Das spiegelt die ganze """" Schmerzfreie Mentallität """" dieser Leute wieder. Wenn sich da auf politischer Ebene nicht bald etwas ändert und die wieder in ihre Schranken verwiesen werden - um denen bewusst zu machen das sie GAST in einem fremden Land mit anderer Kultur sind - wird es in diesem Land bald gewaltig krachen.""",0
"Haltet eure Stellung, Söhne des Nordens, meine Brüder! In euren Augen seh ich die selbe Furcht, die auch mich verzagen ließe! Der Tag mag kommen, da der Mut der Menschen erlischt, da wir unsere Gefährten im Stich lassen und aller Freundschaft Bande bricht, doch dieser Tag ist noch fern. Die Stunde der Wölfe und zerschmetterter Schilde, da das Zeitalter der Menschen tosend untergeht, doch dieser Tag ist noch fern, denn heute kämpfen wir! Bei allem was euch teuer ist auf dieser Erde, sag ich haltet Stand! Menschen des Nordens! Wird langsam Zeit die Sache in die Hand zu nehmen.",0
Das sollte eig selbstverständlich sein das unsere Grenzen geschützt werden und unser Volk. Dazu gehört es auch das Menschen die unberechtigt in unser Land kommen daran gehindert werden!,0
Dann ist ja alles gut und wir können uns Zurücklehnen!,0
Also statt ner zahnersatzversicherung besser einfach den Pass wegschmeißen ??,0
"Es wird höchste Zeit, daß sich da was tut !",0
"das bezahlt alles die fr. mergel aus ihrer privatkasse, also keine sorgen !",0
